raw data,unmodified,oxidized (0.5 hr),oxidized (1 hr),oxidized (2 hr),oxidized (4 hr),cationic (0.5 hr),cationic (1 hr),cationic (2 hr),cationic (4 hr)
wavenumber (cm-1),intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity,intensity
1657,57.2585583,32.04876842,79.84001055,72.00945451,68.46433715,42.20776823,41.90699292,42.0632103,34.95922166
1659,55.08033834,30.94344703,79.0899899,69.37565558,64.51572204,43.63917505,42.75313102,43.08796096,35.55468508
1661,52.93566219,29.32035619,76.44768516,63.73935396,59.7552851,44.91860041,43.68439046,44.66089614,37.36363753
1663,50.17298908,28.05106022,70.93949576,61.28647905,57.86126223,49.68759846,47.41695835,49.66188508,40.86308567
1665,46.30623412,27.39558444,67.19338179,60.85969093,56.29762934,52.61851827,50.0632797,52.43141586,42.98775536
1667,44.51179612,26.14035725,63.49819559,57.28196657,53.50837421,54.32557892,51.80510206,53.81210762,45.09561577
1669,44.65835167,25.20809256,59.49696882,50.49104156,51.41796144,60.92920896,57.36728273,60.56167888,50.90109703
1671,44.03421104,24.52189547,61.75608468,50.29893995,49.81565294,67.97275879,63.73520118,67.96864207,57.60103213
1673,43.1411157,23.413442,59.58500765,49.31043525,47.78708959,70.72128551,65.98475595,70.35228571,59.74793565
1675,40.47514094,22.91059578,55.00006095,47.36935705,47.12141803,76.56107505,73.48270017,78.06554783,67.16247364
1677,37.89452524,22.98157634,54.36881338,48.29785176,44.17649822,80.90728943,78.49833491,81.76790605,71.38056829
1679,36.15851397,22.88557683,55.42144127,46.33403583,43.38949475,86.18788299,82.32541044,86.09921537,76.18573884
1681,34.52848004,22.94366866,52.2877867,42.99980939,43.74730522,88.96849036,84.93679853,88.13517396,80.02279538
1683,37.6337125,20.44856475,47.17331491,33.62637644,41.54220685,90.62180793,86.96511828,90.44435088,85.38304537
1685,33.87856889,22.74224676,49.43191331,38.23229982,45.01025812,99.41529741,97.54856705,100,96.37133753
1687,29.87336781,23.73665249,52.64750271,42.32558401,45.90736171,100,99.11641101,98.78556451,97.51010534
1689,29.88075074,23.36438639,55.38511183,43.59820293,45.88795391,99.71933498,100,97.56566986,98.76828481
1691,30.32016179,23.70508944,50.59883154,42.43688071,45.84426442,99.85393308,99.65588359,94.70311636,97.500148
1693,31.68400766,23.15211602,49.76273392,41.1237637,42.88054907,98.23920175,96.49847434,90.72375554,95.60372477
1695,30.06281125,21.90089609,46.27004509,37.37468753,40.69614184,97.04329554,94.74640353,89.96057182,100
1697,26.91151374,20.14898683,41.45369948,36.94707414,39.59733206,93.19736262,91.2515639,86.25863267,99.70656074
1699,25.08266908,18.14209686,35.17285202,31.98385672,35.30544226,88.98407936,88.3226457,83.75184365,98.75770149
1701,24.7198369,16.94361314,40.46374625,35.00150643,37.40071771,84.41838758,81.26124135,75.76349551,91.93269744
1703,23.57898603,16.1639631,38.21864656,34.82298943,35.36592621,78.88549493,74.18681167,68.88613361,86.06690848
1705,21.9912343,15.06716953,39.52662436,35.08895859,34.27421352,73.54173311,67.70172403,62.83704745,81.34801259
1707,22.9246569,14.44158303,38.66682736,37.60495973,36.50539866,65.95786092,59.51820749,54.44786734,71.65066736
1709,24.34314663,13.79652132,38.79777134,37.8973975,37.68197125,58.79675323,52.62866142,47.58908964,64.28498977
1711,23.60990726,13.04025156,41.12385157,38.79607096,38.90276346,51.92068139,45.25610139,41.20689308,56.73390745
1713,21.00220276,12.76681779,39.84539904,39.80998906,39.38596024,45.48055506,39.86787573,36.21901557,51.89685596
1715,19.50734019,11.707018,36.18865589,40.7253956,41.01222843,38.88480444,33.91552623,31.37777686,46.59058566
1717,19.67067694,10.05830996,33.24137896,38.80791693,45.13949818,32.25175925,28.68640376,26.57130605,41.02650947
1719,20.50229232,10.8773535,39.93796831,44.60135391,54.42895122,26.88415781,23.06176215,21.68525118,32.66063548
1721,20.93054068,11.95962116,44.19608284,47.64609977,55.86893288,23.36041561,19.54647012,18.93820279,27.37824747
1723,23.04906057,12.42359564,46.50448038,49.59915288,59.45175096,19.56373029,16.578027,16.46050807,23.57621731
1725,23.20878332,12.37287402,46.15929632,52.17372626,63.5954801,16.8812387,14.26960907,14.07027974,20.43085325
1727,22.35380469,13.02816902,44.78687753,52.53926864,66.12789497,14.5572859,12.25266653,12.49542839,17.67546131
1729,21.25551795,13.47043061,40.39440438,52.92754015,68.86625991,12.24165359,11.13029978,11.23743238,15.87565396
1731,21.91624169,12.91160611,38.44133719,52.99687305,68.102658,11.11490004,9.721584196,10.0153383,13.64883858
1733,22.2424923,11.78098047,30.60794988,50.98004037,64.07733194,8.875650543,9.602007314,8.648162852,12.56457851
1735,21.44338132,11.01504181,39.52816864,52.14419514,61.90647209,7.93448705,8.524458977,7.945232519,10.27214988
1737,21.10587353,10.64470225,40.97558028,51.32516607,57.15296985,7.796872101,7.617996629,7.321078471,8.763081074
1739,20.46597254,9.783082625,38.42704654,46.79673796,53.4851724,6.730200098,6.540677187,6.515448536,7.844664557
1741,21.31663388,9.045028331,36.86375872,44.95434325,48.61219466,5.321564508,5.914501984,5.88230772,7.533263149
1743,21.67000427,8.686516283,37.40912487,39.14435158,42.40256497,5.600432432,6.065280342,5.550474829,7.560192914
1745,20.53551703,7.641868444,35.15054097,30.90112797,36.28766335,6.244870712,5.296350641,5.262859055,7.069889044
1747,18.77982002,7.37497155,31.14798723,30.45371256,33.91802612,6.027188349,4.975671594,4.932229563,6.643021941
1749,16.75895116,6.612361104,30.81067069,27.67598463,30.36883617,4.907151995,4.671101531,4.570090307,6.093819645
1751,18.19359782,6.352529844,29.97228986,25.51997898,24.81040573,5.406888296,4.576780562,4.843431056,5.802226183
1753,18.00748027,5.913899488,25.0801508,26.21676157,22.46220631,4.676639285,4.175323803,4.543031447,5.506596399
1755,15.67742703,5.660607551,27.60729488,24.1883709,21.94827848,3.532737282,4.134917441,4.296364392,5.165041141
1757,17.73535149,5.600440436,31.2255085,22.77276001,19.1074565,2.777613809,4.693420494,4.040974115,5.098882306
1759,16.32080881,4.92855057,27.48381813,21.16966168,18.07359576,2.5574892,4.221435387,4.059513573,4.608142789
1761,14.68085611,4.166323427,27.76500084,11.17592058,16.90644708,3.312933877,3.543257931,3.626611829,5.113735561
1763,14.93278642,2.957482919,26.45293194,14.5638042,14.37169326,3.760515992,2.569483765,3.452192933,4.760043269
1765,17.6037074,2.155413432,22.31654932,15.6621055,11.55166043,2.933388074,2.181157935,3.399708526,4.457682579
1767,15.10216769,2.528187937,17.45642293,10.34245154,11.26884262,3.54844545,2.100526221,2.999514428,4.031734721
1769,16.64761709,2.429331911,20.81366216,11.4566886,11.84617761,3.604876647,2.472167383,2.383301637,3.069798149
1771,15.49325977,0.871026088,25.74260432,10.04439166,11.31681892,2.811623061,2.725883154,2.026055025,2.116515474
1773,10.88132975,0,20.10615055,15.63117961,9.52220014,2.950562547,2.459594271,2.183056849,2.759821223
1775,10.63973802,0.132054957,23.33218275,13.07486734,8.354301052,2.309430817,2.473115387,2.263064327,2.93520634
1777,10.08863351,1.143137811,19.76425643,17.35175766,9.342850169,1.403086092,2.050419059,2.231227939,2.684446535
1779,9.673113956,1.025128234,23.38227228,14.48459178,9.524751883,1.614786805,1.856449853,1.483876078,2.553384059
1781,11.6528454,1.222885589,11.87950814,12.85054176,9.317688346,1.445306245,1.455751934,2.060490599,2.664975121
1783,9.91556078,1.561217726,11.94445459,9.525706996,4.033432082,0.979553856,1.210265138,2.176811587,1.972440575
1785,12.98109026,0.813780248,19.72251311,10.12125724,0.918995003,1.301267905,1.381961693,2.063562867,1.944790676
1787,9.674302102,0.266196179,22.24373506,14.21637679,3.713681211,1.441426459,1.61664645,1.375258625,1.417051495
1789,4.020843704,1.517576603,14.88649226,11.24189224,4.333507282,0.438562383,1.263381618,0.815384079,1.244310965
1791,0,1.476872093,7.39743348,5.03572027,3.426037121,1.062090226,0.229008587,0.862855798,2.708082626
1793,7.062078934,1.774487006,12.65862559,9.108680199,4.579493757,0.39109065,0,1.672609423,1.0071846
1795,6.702211696,1.205595139,10.54918275,0,3.192948425,0.724355024,0.587148874,0.714066465,0.679606914
1797,6.976151356,0.994219339,2.06350494,4.907653962,0.04395549,2.967437048,0.957305078,0,0.592054844
1799,12.1559516,0.945356821,5.478921039,14.01795245,0,0,0.406795638,1.075800646,0
