raw data,substrate #1,substrate #2,unmodified,cationic (0.5 hr),cationic (1 hr),cationic (2 hr),cationic (4 hr)
2θ (°),intensity,intensity,intensity,intensity,intensity,intensity,intensity
22.5094,1366,1249,899,1159,713,,
22.5298,1266.5,1193.5,906.5,1139.5,663.5,,
22.5503,1293,1207.5,927.5,1103,734.5,,
22.5708,1346,1129,922,1060,745,,
22.5913,1251,1184,924,1069,749,,
22.6117,1206,1206,935,1117,714,,
22.6322,1262,1170,857,1104,679,,
22.6527,1296,1170.5,838.5,1060,712.5,,
22.6732,1221.5,1094,863,1085.5,784,,
22.6936,1171,1113.5,830.5,1090,685.5,,
22.7141,1197.5,1049,826,1068.5,703,,
22.7346,1117.5,1124.5,858.5,1039.5,712.5,,
22.755,1152.5,1017,838,1099.5,760,,
22.7755,1112.5,1092.5,829.5,1021.5,671.5,,
22.796,1156,1078,818,962,638,,
22.8165,1139,1003.5,800.5,962,646.5,,
22.8369,1050.5,1005,781,988.5,655,,
22.8574,1094,979,895,946,602,,
22.8779,1051.5,1000.5,812.5,926.5,633.5,,
22.8984,995,945.5,737.5,897,595.5,,
22.9188,1068,901.5,777.5,919,597.5,,
22.9393,922,977,743,917,654,,
22.9598,966,945,676,984,552,,
22.9803,923,927,719,876,586,,
23.0007,893.5,932.5,701.5,887.5,629.5,,
23.0212,909,855,676,849,573,,
23.0417,899.5,892,704,779.5,536,,
23.0622,817.5,860,672,779.5,506,,
23.0826,873.5,898.5,622.5,789.5,595.5,,
23.1031,801.5,842.5,645.5,790.5,554.5,,
23.1236,826.5,766.5,597.5,770.5,570.5,,
23.144,761,811,608,731,532,,
23.1645,785.5,788.5,589.5,708.5,515.5,,
23.185,738,753.5,615.5,717,540.5,,
23.2055,733.5,742,577,734.5,488,,
23.2259,756,723,534,681,446,,
23.2464,687.5,632,542,637.5,482,,
23.2669,704.5,643.5,509.5,695.5,424.5,,
23.2874,701.5,663.5,527.5,650.5,457.5,,
23.3078,682.5,613.5,467.5,599.5,445.5,,
23.3283,685.5,621.5,493.5,644.5,447.5,,
23.3488,641,740.5,470.5,576,427.5,,
23.3693,631.5,611.5,495.5,575.5,430.5,,
23.3897,611.5,624.5,441.5,562.5,397.5,,
23.4102,539.5,570,474,561.5,370,,
23.4307,626.5,570,429,606.5,389,,
23.4512,562,520,434,584,365,,
23.4716,554,526,382,520,404,,
23.4921,530,523.5,401.5,546,335.5,,
23.5126,482.5,532,392,516.5,334,,
23.533,508,505,375,496,345,,
23.5535,514,465,411,506,369,,
23.574,515.5,470.5,397.5,484.5,309.5,,
23.5945,477,461,376,484,288,,
23.6149,472.5,451.5,327.5,484.5,288.5,,
23.6354,428.5,400.5,345.5,423.5,309.5,,
23.6559,454,460.5,347.5,417,325.5,,
23.6764,413,415.5,304.5,386,292.5,,
23.6968,421.5,435,336,429.5,273,,
23.7173,404.5,451.5,307.5,444.5,269.5,,
23.7378,432,432,342,388,266,,
23.7583,378,441.5,295.5,377,274.5,,
23.7787,341.5,406,272,380.5,252,,
23.7992,373.5,358.5,294.5,359.5,237.5,,
23.8197,377.5,357,292,370.5,242,,
23.8401,365.5,342.5,301.5,343.5,193.5,,
23.8606,324,349.5,284.5,319,268.5,,
23.8811,369.5,321,269,401.5,214,,
23.9016,343,315,231,343,220,,
23.922,338,270.5,265.5,346,211.5,,
23.9425,323.5,340,279,334.5,215,,
23.963,331,288,237,333,214,,
23.9835,300,311,232,332,184,,
24.0039,323.5,320.5,215.5,317.5,234.5,,
24.0244,305,274,202,288,211,,
24.0449,283,316.5,206.5,295,169.5,,
24.0654,269,292,237,267,164,,
24.0858,321,255.5,184.5,256,192.5,,
24.1063,278.5,262,196,266.5,221,,
24.1268,250.5,289.5,237.5,292.5,210.5,,
24.1473,270,248.5,190.5,242,167.5,,
24.1677,267,260.5,230.5,250,158.5,,
24.1882,237,251.5,228.5,226,195.5,,
24.2087,291,251.5,235.5,274,138.5,,
24.2291,271.5,245.5,175.5,260.5,141.5,,
24.2496,258.5,265,211,248.5,183,,
24.2701,277,262,212,273,173,,
24.2906,237,225,142,200,138,,
24.311,237,264.5,203.5,222,181.5,,
24.3315,248,223,168,260,151,,
24.352,223.5,224.5,146.5,213.5,148.5,,
24.3725,231.5,212.5,162.5,237.5,158.5,,
24.3929,214.5,222,167,178.5,171,,
24.4134,219,209,208,222,160,,
24.4339,194.5,229.5,155.5,181.5,146.5,,
24.4544,240,205.5,203.5,212,173.5,,
24.4748,266.5,214.5,194.5,210.5,141.5,,
24.4953,218.5,211,174,201.5,125,,
24.5158,234.5,212.5,144.5,206.5,162.5,,
24.5363,197,213,173,192,106,,
24.5567,184,210,148,207,107,,
24.5772,202.5,186.5,165.5,186.5,107.5,,
24.5977,188,184,152,214,168,,
24.6181,170.5,168,156,196.5,135,,
24.6386,218.5,197.5,139.5,198.5,124.5,,
24.6591,189.5,178.5,136.5,155.5,147.5,,
24.6796,176,195.5,155.5,195,132.5,,
24.7,179.5,180,180,155.5,102,,
24.7205,202.5,193.5,127.5,181.5,155.5,,
24.741,195,191,131,137,124,,
24.7615,211,182,159,152,105,,
24.7819,198.5,189,157,174.5,88,,
24.8024,180,190.5,109.5,181,120.5,,
24.8229,174.5,183,157,171.5,119,,
24.8434,190,217.5,151.5,178,77.5,,
24.8638,159.5,172.5,139.5,167.5,139.5,,
24.8843,173.5,159.5,131.5,168.5,92.5,,
24.9048,153.5,189,135,148.5,79,,
24.9252,242,137,120,154,128,,
24.9457,193,161.5,94.5,153,118.5,,
24.9662,151,161.5,136.5,162,123.5,,
24.9867,152,183,158,165,128,,
25.0071,131,174.5,124.5,137,108.5,,
25.0276,156,143,123,153,130,,
25.0481,159.5,184,142,151.5,107,,
25.0686,181.5,144.5,125.5,167.5,97.5,,
25.089,164.5,119.5,90.5,184.5,104.5,,
25.1095,151,152.5,104.5,171,88.5,,
25.13,161.5,153.5,107.5,118.5,94.5,,
25.1505,145,159,108,118,94,,
25.1709,163.5,155,116,172.5,90,,
25.1914,143,134,133,163,106,,
25.2119,147,163.5,92.5,121,104.5,,
25.2324,149.5,150.5,104.5,154.5,106.5,,
25.2528,131.5,115,121,145.5,94,,
25.2733,166,145.5,118.5,154,137.5,,
25.2938,142,141,102,131,103,,
25.3142,149,116.5,75.5,148,78.5,,
25.3347,148,173.5,130.5,151,84.5,,
25.3552,131.5,155,128,153.5,98,,
25.3757,129,141,121,114,91,,
25.3961,177,172,102,154,91,,
25.4166,172,115.5,119.5,132,92.5,,
25.4371,153.5,144.5,116.5,115.5,86.5,,
25.4576,158,103,89,98,66,,
25.478,149,162.5,128.5,155,105.5,,
25.4985,141,138,109,147,64,,
25.519,143,116,94,137,78,,
25.5395,128,138,106,133,73,,
25.5599,174.5,121,103,142.5,97,,
25.5804,142.5,113.5,95.5,113.5,84.5,,
25.6009,109.5,101.5,105.5,106.5,99.5,,
25.6214,87,129,120,98,83,,
25.6418,165.5,133,133,122.5,79,,
25.6623,128.5,111.5,95.5,114.5,98.5,,
25.6828,162,134.5,77.5,139,84.5,,
25.7032,143.5,133,92,113.5,112,,
25.7237,162.5,102.5,53.5,105.5,30.5,,
25.7442,126,109.5,93.5,112,28.5,,
25.7647,128.5,136.5,121.5,135.5,95.5,,
25.7851,135,156.5,105.5,120,103.5,,
25.8056,117.5,156,110,111.5,78,,
25.8261,111,144.5,102.5,107,85.5,,
25.8466,124,141.5,95.5,90,97.5,,
25.867,138,110.5,101.5,120,86.5,,
25.8875,128,141,88,96,81,,
25.908,147.5,130.5,109.5,105.5,77.5,,
25.9285,118.5,149,89,100.5,91,,
25.9489,134.5,133.5,92.5,91.5,67.5,,
25.9694,105.5,112,81,102.5,68,,
25.9899,97.5,130,85,97.5,97,,
26.0103,96,108,81,124,46,,
26.0308,105,120.5,107.5,90,62.5,,
26.0513,146,78.5,109.5,112,67.5,,
26.0718,131,99,74,125,70,,
26.0922,108,115,70,101,67,,
26.1127,100.5,139.5,104.5,92.5,100.5,,
26.1332,106.5,127.5,88.5,104.5,63.5,,
26.1537,106.5,106.5,90.5,79.5,85.5,,
26.1741,99.5,105.5,81.5,97.5,65.5,,
26.1946,143.5,98,89,78.5,47,,
26.2151,93.5,118.5,96.5,110.5,80.5,,
26.2356,105.5,98.5,57.5,55.5,90.5,,
26.256,103.5,115.5,86.5,121.5,53.5,,
26.2765,113.5,112.5,84.5,102.5,59.5,,
26.297,107,102.5,106.5,108,73.5,,
26.3175,101,92.5,63.5,92,78.5,,
26.3379,151.5,120.5,95.5,70.5,68.5,,
26.3584,119,83,54,99,70,,
26.3789,108,93,86,106,63,,
26.3993,128,94,69,91,58,,
26.4198,116,132,62,112,81,,
26.4403,101,104,106,95,66,,
26.4608,123,98,82,107,72,,
26.4812,91,115,90,86,57,,
26.5017,132.5,88.5,74.5,105.5,47.5,,
26.5222,86.5,94,84,102.5,51,,
26.5427,99,113,118,94,87,,
26.5631,88,60.5,76.5,100,53.5,,
26.5836,126.5,71,69,129.5,68,,
26.6041,98,99,48,109,53,,
26.6246,97.5,78.5,77.5,79.5,52.5,,
26.645,86.5,78.5,81.5,77.5,36.5,,
26.6655,126,104.5,79.5,85,57.5,,
26.686,128,86,103,128,65,,
26.7065,92.5,85,63,74.5,57,,
26.7269,91.5,101.5,88.5,67.5,77.5,,
26.7474,90.5,104.5,56.5,81.5,51.5,,
26.7679,97,66.5,35.5,107,30.5,,
26.7883,87,100.5,73.5,92,78.5,,
26.8088,152.5,114.5,75.5,81.5,82.5,,
26.8293,98,76.5,73.5,62,61.5,,
26.8498,108.5,92.5,92.5,101.5,45.5,,
26.8702,83,98.5,93.5,120,65.5,,
26.8907,96.5,85.5,101.5,44.5,67.5,,
26.9112,77.5,79,87,65.5,52,,
26.9317,110.5,95,61,86.5,58,,
26.9521,80,83,70,85,41,,
26.9726,84.5,85,87,94.5,70,,
26.9931,54.5,75,51,75.5,29,,
27.0136,91.5,75.5,78.5,97.5,44.5,,
27.034,71.5,105,54,58.5,49,,
27.0545,92.5,79,88,75.5,77,,
27.075,72,51,89,119,45,,
27.0954,116.5,105,79,75.5,33,,
27.1159,79.5,102,71,76.5,75,,
27.1364,79.5,116.5,102.5,87.5,68.5,,
27.1569,99.5,65,64,87.5,56,,
27.1773,125.5,66.5,58.5,88.5,38.5,,
27.1978,83.5,69.5,65.5,73.5,66.5,,
27.2183,93,63,82,81,58,,
27.2388,81,101,70,98,68,,
27.2592,75.5,79.5,50.5,73.5,55.5,,
27.2797,100,99.5,103.5,63,77.5,,
27.3002,113,135.5,78.5,54,73.5,,
27.3207,86.5,78.5,51.5,42.5,67.5,,
27.3411,94,94.5,65.5,62,46.5,,
27.3616,98,75,33,94,34,,
27.3821,91,74,73,81,79,,
27.4026,84,48,67,65,30,,
27.423,67.5,108,54,64.5,79,,
27.4435,96,95,59,86,23,,
27.464,45,51,72,75,44,,
27.4844,83,72.5,85.5,59,53.5,,
27.5049,84.5,99.5,56.5,77.5,39.5,,
27.5254,96,78,75,77,61,,
27.5459,92.5,93.5,70.5,67.5,62.5,,
27.5663,103,41.5,49.5,77,6.5,,
27.5868,62.5,57.5,59.5,77.5,35.5,,
27.6073,74.5,73,63,80.5,83,,
27.6278,76,70,62,60,71,,
27.6482,103.5,77.5,67.5,77.5,53.5,,
27.6687,97.5,55,53,30.5,62,,
27.6892,71,89,79,78,54,,
27.7097,92.5,59,41,59.5,32,,
27.7301,88.5,69.5,101.5,80.5,60.5,,
27.7506,80.5,96.5,54.5,62.5,65.5,,
27.7711,80.5,64.5,53.5,92.5,40.5,,
27.7916,58.5,55.5,54.5,48.5,33.5,,
27.812,71,84,35,79,25,,
27.8325,81,72,45,91,41,,
27.853,78.5,76.5,35.5,102.5,48.5,,
27.8734,69,50,63,87,33,,
27.8939,71.5,48.5,52.5,56.5,52.5,,
27.9144,66,56.5,67.5,74,41.5,,
27.9349,69,77.5,75.5,52,83.5,,
27.9553,83,99,48,78,59,,
27.9758,69.5,82,52,74.5,47,,
27.9963,79.5,67.5,35.5,63.5,37.5,,
28.0168,80.5,59.5,43.5,54.5,17.5,,
28.0372,96,60.5,51.5,50,42.5,,
28.0577,95,38.5,43.5,60,21.5,,
28.0782,73.5,64,68,76.5,74,,
28.0987,76,75.5,40.5,94,56.5,,
28.1191,99,79.5,60.5,106,40.5,,
28.1396,43,66.5,55.5,38,38.5,,
28.1601,52,52.5,38.5,47,28.5,,
28.1806,38.5,46,47,39.5,18,,
28.201,76.5,48.5,23.5,58.5,24.5,,
28.2215,77.5,72.5,62.5,61.5,32.5,,
28.242,79,68.5,51.5,58,54.5,,
28.2624,66.5,75,61,59.5,58,,
28.2829,84.5,108.5,55.5,94.5,61.5,,
28.3034,87.5,80.5,81.5,107.5,43.5,,
28.3239,51,73.5,85.5,69,39.5,,
28.3443,47.5,66,78,78.5,52,,
28.3648,85.5,38,55,81.5,24,,
28.3853,80,88,65,69,27,,
28.4058,62.5,86,63,57.5,48,,
28.4262,50,75,39,45,60,,
28.4467,88.5,78.5,40.5,69.5,63.5,,
28.4672,79,65,44,51,30,,
28.4877,56,110,63,62,64,,
28.5081,110,70.5,54.5,86,66.5,,
28.5286,54,88,23,58,38,,
28.5491,53.5,93,66,45.5,69,,
28.5695,64.5,50.5,71.5,59.5,27.5,,
28.59,80.5,45.5,62.5,55.5,35.5,,
28.6105,53.5,31,55,33.5,40,,
28.631,100,41,38,68,17,,
28.6514,67,55,21,80,21,,
28.6719,80.5,61,41,62.5,24,,
28.6924,93,73.5,54.5,90,34.5,,
28.7129,84.5,53.5,47.5,38.5,44.5,,
28.7333,84.5,59.5,35.5,90.5,44.5,,
28.7538,56,102.5,26.5,35,46.5,,
28.7743,75.5,75.5,54.5,82.5,38.5,,
28.7948,79,90,66,84,52,,
28.8152,50,55.5,41.5,59,59.5,,
28.8357,82.5,67,55,60.5,33,,
28.8562,67,82,52,70,37,,
28.8767,50,60,42,64,38,,
28.8971,74.5,55.5,47.5,59.5,39.5,,
28.9176,81.5,55,37,67.5,19,,
28.9381,86.5,66,48,52.5,59,,
28.9585,52,40,55,47,-3,,
28.979,63.5,50.5,41.5,36.5,26.5,,
28.9995,74.5,68,44,80.5,43,,
29.02,88,37.5,47.5,68,23.5,,
29.0404,60,47.5,40.5,80,34.5,,
29.0609,60.5,63.5,43.5,77.5,56.5,,
29.0814,67,48.5,59.5,51,32.5,,
29.1019,44.5,64.5,34.5,72.5,39.5,,
29.1223,69,69,56,92,49,,
29.1428,87.5,47.5,48.5,68.5,69.5,,
29.1633,80,60,45,36,64,,
29.1838,63.5,80.5,56.5,36.5,35.5,,
29.2042,33.5,39.5,44.5,56.5,30.5,,
29.2247,77,56,28,58,33,,
29.2452,57.5,59.5,46.5,51.5,49.5,,
29.2657,69,60,56,22,40,,
29.2861,17.5,57,42,39.5,46,,
29.3066,72,68.5,39.5,40,23.5,,
29.3271,75,68.5,60.5,71,62.5,,
29.3475,89.5,91.5,57.5,66.5,44.5,,
29.368,55,74.5,77.5,38,59.5,,
29.3885,55,63,50,50,35,,
29.409,61.5,53,50,38.5,29,,
29.4294,79.5,46,44,46.5,34,,
29.4499,51,32,42,52,25,,
29.4704,106.5,35.5,68.5,65.5,59.5,,
29.4909,38,38,36,42,33,,
29.5113,73.5,69,43,60.5,43,,
29.5318,64,55,62,40,38,,
29.5523,50.5,62.5,73.5,53.5,44.5,,
29.5728,70,68.5,53.5,30,43.5,,
29.5932,75,58,50,50,40,,
29.6137,35,41.5,28.5,53,30.5,,
29.6342,91.5,71.5,46.5,55.5,56.5,,
29.6546,73,50,53,65,39,,
29.6751,61,53.5,63.5,56,27.5,,
29.6956,62.5,38.5,36.5,45.5,37.5,,
29.7161,67,56,50,75,29,,
29.7365,69,69.5,39.5,24,32.5,,
29.757,59.5,91,73,20.5,39,,
29.7775,50.5,49.5,49.5,47.5,25.5,,
29.798,54.5,64,33,54.5,53,,
29.8184,44.5,61.5,40.5,63.5,37.5,,
29.8389,54.5,73,25,46.5,37,,
29.8594,73,24,43,74,45,,
29.8799,53.5,53,36,49.5,45,,
29.9003,84,42.5,65.5,48,39.5,,
29.9208,24,54,49,58,35,,
29.9413,70,35,33,78,35,,
29.9618,68.5,57,39,59.5,51,,
29.9822,35.5,76,43,40.5,34,,
30.0027,58,48,39,48,43,,
