raw data,substrate #1,substrate #2,unmodified,cationic (0.5 hr),cationic (1 hr),cationic (2 hr),cationic (4 hr)
2θ (°),intensity,intensity,intensity,intensity,intensity,intensity,intensity
29.8389,118.5,119,172,164,160,182,151
29.8594,116,124,176,199,172,157,151
29.8799,126.5,125,178,180,174,171,141
29.9003,114,118.5,170,171,160,160,155
29.9208,121,116,184,168,150,160,163
29.9413,109,123,177,190,159,181,148
29.9618,112.5,120,185,192,166,163,145
29.9822,127.5,115,185,180,143,162,145
30.0027,130,119,161,167,149,158,152
,,,,,,,
substracted data,unmodified,cationic (0.5 hr),cationic (1 hr),cationic (2 hr),cationic (4 hr),,
2θ (°),intensity,intensity,intensity,intensity,intensity,,
10,66,22,57,48,24,,
10.0205,45,116.5,84.5,6,22.5,,
10.0409,25.5,38.5,13.5,95.5,12.5,,
10.0614,91,82.5,90.5,47,69.5,,
10.0819,34.5,93,100,-3.5,36,,
10.1024,102,49.5,37.5,18,39.5,,
10.1228,82.5,51.5,37.5,-4.5,7.5,,
10.1433,80,44,51,10,37,,
10.1638,96,20.5,84.5,27,79.5,,
10.1843,29.5,16.5,21.5,81.5,41.5,,
10.2047,76.5,38,57,26.5,5,,
10.2252,32,71.5,114.5,48,93.5,,
10.2457,24,32,12,0,21,,
10.2662,32.5,136,92,38.5,119,,
10.2866,61,16,82,62,64,,
10.3071,91,84.5,75.5,53,87.5,,
10.3276,57.5,69,85,44.5,65,,
10.3481,42.5,66,21,19.5,48,,
10.3685,50,79,82,82,42,,
10.389,98,112.5,135.5,62,51.5,,
10.4095,20.5,99.5,84.5,46.5,73.5,,
10.4299,75.5,80.5,136.5,71.5,64.5,,
10.4504,81.5,70,71,29.5,56,,
10.4709,55,40.5,45.5,50,22.5,,
10.4914,34.5,72,36,58.5,46,,
10.5118,58,48,61,31,23,,
10.5323,108,70,60,70,50,,
10.5528,76.5,27,56,94.5,42,,
10.5733,95,71.5,103.5,32,56.5,,
10.5937,60,40.5,50.5,-3,43.5,,
10.6142,98,17,13,54,-4,,
10.6347,72,53,92,140,35,,
10.6552,89,28,69,69,55,,
10.6756,57.5,87.5,172.5,97.5,89.5,,
10.6961,47,96,79,72,45,,
10.7166,71,85.5,55.5,60,49.5,,
10.737,69.5,127,110,44.5,28,,
10.7575,12,81,65,10,14,,
10.778,92.5,82.5,37.5,-1.5,43.5,,
10.7985,114,69.5,74.5,85,33.5,,
10.8189,86,62,67,110,72,,
10.8394,58,13.5,110.5,62,69.5,,
10.8599,74,33,99,65,80,,
10.8804,120,58.5,47.5,89,42.5,,
10.9008,79.5,-9.5,55.5,84.5,12.5,,
10.9213,63.5,98.5,69.5,61.5,67.5,,
10.9418,78.5,92,60,57.5,25,,
10.9623,96.5,61.5,48.5,98.5,45.5,,
10.9827,109.5,107.5,40.5,65.5,50.5,,
11.0032,35.5,40.5,59.5,40.5,56.5,,
11.0237,102,98,89,69,102,,
11.0442,85.5,61,80,55.5,24,,
11.0646,70,108,87,66,69,,
11.0851,82,95.5,106.5,52,83.5,,
11.1056,104,59.5,42.5,72,57.5,,
11.126,54,109.5,64.5,54,55.5,,
11.1465,57,89,89,17,66,,
11.167,52,85,133,81,96,,
11.1875,95,39,122,84,35,,
11.2079,70.5,133,117,59.5,88,,
11.2284,94,52,53,93,60,,
11.2489,82.5,69.5,65.5,118.5,61.5,,
11.2694,107.5,81,117,54.5,114,,
11.2898,97,74.5,53.5,86,47.5,,
11.3103,53,76.5,97.5,80,43.5,,
11.3308,112.5,52,139,61.5,133,,
11.3513,82,87,97,4,74,,
11.3717,71.5,35.5,100.5,86.5,44.5,,
11.3922,71,87,46,67,51,,
11.4127,103.5,32.5,77.5,96.5,79.5,,
11.4332,78.5,55,62,84.5,30,,
11.4536,55.5,92,71,57.5,63,,
11.4741,93,119,140,79,113,,
11.4946,91.5,44.5,128.5,67.5,79.5,,
11.515,91.5,86,69,118.5,56,,
11.5355,75.5,82,52,84.5,76,,
11.556,97.5,70,47,51.5,31,,
11.5765,70,147.5,80.5,73,120.5,,
11.5969,84.5,67.5,76.5,68.5,22.5,,
11.6174,89.5,79.5,79.5,42.5,37.5,,
11.6379,120,102.5,153.5,58,123.5,,
11.6584,84.5,64,58,71.5,34,,
11.6788,114.5,123,66,74.5,91,,
11.6993,118.5,109,101,71.5,99,,
11.7198,64,99,134,29,120,,
11.7403,110,80,83,97,66,,
11.7607,73.5,86,98,83.5,35,,
11.7812,85,111.5,45.5,87,72.5,,
11.8017,150,136,105,63,124,,
11.8221,108,104.5,68.5,113,116.5,,
11.8426,121,120.5,110.5,99,128.5,,
11.8631,76.5,134,142,81.5,115,,
11.8836,61.5,135,101,40.5,107,,
11.904,96.5,103,58,107.5,89,,
11.9245,99,60.5,104.5,78,82.5,,
11.945,115.5,131.5,157.5,73.5,101.5,,
11.9655,100,117.5,102.5,84,114.5,,
11.9859,146.5,47,92,106.5,76,,
12.0064,106,119.5,103.5,78,83.5,,
12.0269,100.5,30,79,93.5,12,,
12.0474,69,127.5,185.5,114,128.5,,
12.0678,132,96.5,111.5,84,74.5,,
12.0883,125,95.5,99.5,99,113.5,,
12.1088,106.5,88.5,56.5,62.5,47.5,,
12.1293,163.5,75.5,115.5,110.5,138.5,,
12.1497,118.5,114.5,110.5,106.5,89.5,,
12.1702,121.5,95.5,86.5,165.5,35.5,,
12.1907,107.5,106.5,120.5,88.5,91.5,,
12.2111,165.5,157.5,111.5,120.5,112.5,,
12.2316,115,98.5,127.5,114,95.5,,
12.2521,74,142,142,86,86,,
12.2726,109.5,80.5,97.5,121.5,94.5,,
12.293,91,125.5,152.5,60,133.5,,
12.3135,131,165.5,154.5,98,67.5,,
12.334,119.5,140,138,113.5,113,,
12.3545,151,144.5,118.5,143,83.5,,
12.3749,113,140.5,103.5,120,74.5,,
12.3954,128,118,158,115,106,,
12.4159,101,115,120,138,132,,
12.4364,115.5,100,84,98.5,42,,
12.4568,141,141,124,125,107,,
12.4773,144,162,86,140,75,,
12.4978,195,143.5,143.5,126,113.5,,
12.5183,141,121,107,113,115,,
12.5387,141.5,122.5,135.5,132.5,85.5,,
12.5592,149.5,180,157,112.5,110,,
12.5797,137.5,99.5,153.5,100.5,120.5,,
12.6001,159,163.5,181.5,141,97.5,,
12.6206,141.5,147,127,145.5,94,,
12.6411,162,130,113,146,109,,
12.6616,189,202.5,197.5,187,140.5,,
12.682,181.5,199.5,157.5,117.5,171.5,,
12.7025,135,172.5,184.5,165,90.5,,
12.723,159.5,170,147,167.5,100,,
12.7435,167.5,107.5,145.5,140.5,154.5,,
12.7639,131,180,213,97,160,,
12.7844,130,149,119,146,97,,
12.8049,182.5,147.5,165.5,192.5,142.5,,
12.8254,145.5,146,131,142.5,107,,
12.8458,137.5,139,150,106.5,168,,
12.8663,126.5,152.5,171.5,145.5,134.5,,
12.8868,174.5,136,181,120.5,152,,
12.9073,155.5,182,154,182.5,97,,
12.9277,222.5,198.5,180.5,160.5,173.5,,
12.9482,210,208.5,145.5,187,129.5,,
12.9687,156.5,165.5,148.5,144.5,164.5,,
12.9891,181,213,194,112,157,,
13.0096,195.5,222,156,188.5,114,,
13.0301,218,197,188,183,151,,
13.0506,203.5,179.5,195.5,161.5,174.5,,
13.071,212,174,162,168,138,,
13.0915,273,170.5,183.5,208,134.5,,
13.112,216,138.5,182.5,195,100.5,,
13.1325,214,176.5,208.5,192,168.5,,
13.1529,227,171,155,193,100,,
13.1734,210.5,206.5,172.5,222.5,129.5,,
13.1939,218.5,197,168,204.5,155,,
13.2144,225.5,191.5,222.5,214.5,200.5,,
13.2348,214.5,245.5,154.5,173.5,146.5,,
13.2553,248.5,236.5,153.5,231.5,134.5,,
13.2758,250,229,233,203,183,,
13.2962,223.5,178.5,170.5,198.5,166.5,,
13.3167,228,220.5,181.5,242,238.5,,
13.3372,230,223,203,230,173,,
13.3577,272,234.5,223.5,232,162.5,,
13.3781,249,227.5,222.5,215,216.5,,
13.3986,266.5,220,227,230.5,202,,
13.4191,246.5,232.5,238.5,239.5,204.5,,
13.4396,284,247,247,274,175,,
13.46,271.5,278.5,187.5,242.5,195.5,,
13.4805,267,242,204,232,185,,
13.501,256,253,224,269,230,,
13.5215,253,270.5,240.5,245,207.5,,
13.5419,274,282,236,293,227,,
13.5624,313.5,267,228,266.5,216,,
13.5829,278.5,276.5,235.5,273.5,213.5,,
13.6034,307.5,270,244,247.5,235,,
13.6238,316,297,312,247,225,,
13.6443,290,286.5,224.5,257,202.5,,
13.6648,335,329,253,278,231,,
13.6852,326.5,297.5,325.5,253.5,240.5,,
13.7057,332,303.5,284.5,296,165.5,,
13.7262,335.5,309,282,305.5,242,,
13.7467,317,356.5,271.5,311,248.5,,
13.7671,302,343.5,318.5,305,260.5,,
13.7876,352,364,290,337,279,,
13.8081,340.5,354,277,253.5,228,,
13.8286,333.5,327,279,302.5,235,,
13.849,375.5,354,255,305.5,235,,
13.8695,401.5,335.5,312.5,364.5,255.5,,
13.89,300,318.5,302.5,306,272.5,,
13.9105,394.5,369,320,342.5,296,,
13.9309,360.5,334.5,298.5,311.5,224.5,,
13.9514,381.5,397,317,320.5,242,,
13.9719,365.5,376,405,367.5,253,,
13.9924,374.5,424,290,338.5,289,,
14.0128,389.5,357.5,302.5,340.5,299.5,,
14.0333,408.5,409.5,304.5,413.5,281.5,,
14.0538,414.5,396.5,336.5,368.5,324.5,,
14.0742,415,389.5,344.5,372,345.5,,
14.0947,370.5,414,290,405.5,272,,
14.1152,399.5,371.5,302.5,405.5,252.5,,
14.1357,442,386.5,329.5,386,282.5,,
14.1561,396,373.5,378.5,396,337.5,,
14.1766,451.5,499.5,350.5,383.5,302.5,,
14.1971,427,449,375,370,335,,
14.2176,442.5,416,332,381.5,295,,
14.238,473,422,455,481,286,,
14.2585,418,478.5,387.5,383,334.5,,
14.279,473.5,463.5,393.5,438.5,323.5,,
14.2995,473.5,494,370,424.5,336,,
14.3199,502,463,435,439,356,,
14.3404,541,455.5,400.5,445,329.5,,
14.3609,483.5,443,359,459.5,305,,
14.3813,472,485,355,376,316,,
14.4018,459,481.5,374.5,422,342.5,,
14.4223,494.5,510,417,463.5,318,,
14.4428,456.5,488,417,434.5,337,,
14.4632,485.5,519,405,481.5,346,,
14.4837,504.5,544.5,455.5,469.5,366.5,,
14.5042,510.5,517,419,459.5,334,,
14.5247,509.5,534.5,428.5,474.5,352.5,,
14.5451,540.5,509,436,474.5,398,,
14.5656,519,507.5,443.5,415,356.5,,
14.5861,510,498.5,384.5,491,356.5,,
14.6066,584,505.5,412.5,484,362.5,,
14.627,610.5,500,414,465.5,393,,
14.6475,552,471.5,460.5,501,421.5,,
14.668,486.5,543,439,475.5,408,,
14.6885,535,507.5,454.5,463,348.5,,
14.7089,558,489.5,425.5,474,367.5,,
14.7294,537.5,543.5,405.5,526.5,403.5,,
14.7499,588,521,448,442,382,,
14.7703,529.5,511.5,489.5,508.5,386.5,,
14.7908,568.5,541.5,484.5,476.5,384.5,,
14.8113,528,506,477,543,415,,
14.8318,537,568.5,462.5,520,406.5,,
14.8522,549,535.5,426.5,488,365.5,,
14.8727,554.5,469,431,529.5,342,,
14.8932,618,524.5,494.5,514,464.5,,
14.9137,581,523.5,485.5,509,423.5,,
14.9341,573,594.5,484.5,506,379.5,,
14.9546,611,579.5,450.5,504,380.5,,
14.9751,574.5,558,462,549.5,394,,
14.9956,577,562,436,519,409,,
15.016,638.5,542.5,447.5,496.5,414.5,,
15.0365,607.5,571.5,499.5,542.5,396.5,,
15.057,649,553,403,541,391,,
15.0775,617.5,582,497,462.5,375,,
15.0979,595,611,493,552,400,,
15.1184,573.5,584,477,553.5,458,,
15.1389,617,596.5,533.5,516,410.5,,
15.1593,629.5,578.5,488.5,540.5,390.5,,
15.1798,600,634.5,457.5,556,405.5,,
15.2003,620.5,561.5,433.5,484.5,390.5,,
15.2208,621.5,609.5,465.5,523.5,433.5,,
15.2412,618.5,580,472,528.5,411,,
15.2617,625.5,546.5,470.5,529.5,378.5,,
15.2822,569,524,490,485,351,,
15.3027,650,602,498,519,452,,
15.3231,570.5,537,479,516.5,439,,
15.3436,578,595,490,522,395,,
15.3641,616,606.5,460.5,481,365.5,,
15.3846,641.5,550.5,455.5,503.5,409.5,,
15.405,594.5,610.5,492.5,542.5,421.5,,
15.4255,641,553.5,492.5,507,408.5,,
15.446,579.5,565,450,517.5,427,,
15.4664,586,600.5,468.5,500,421.5,,
15.4869,614,607.5,479.5,538,420.5,,
15.5074,643.5,594.5,476.5,528.5,401.5,,
15.5279,550.5,541,402,512.5,419,,
15.5483,620,557,430,529,437,,
15.5688,586,613.5,445.5,546,408.5,,
15.5893,586.5,583.5,444.5,538.5,362.5,,
15.6098,559.5,598.5,470.5,488.5,391.5,,
15.6302,626,613.5,458.5,508,420.5,,
15.6507,584,572,481,480,425,,
15.6712,664.5,647.5,503.5,565.5,404.5,,
15.6917,610.5,648.5,463.5,526.5,374.5,,
15.7121,600,533.5,477.5,543,380.5,,
15.7326,611,565.5,455.5,567,450.5,,
15.7531,624.5,608,467,564.5,417,,
15.7736,586,592.5,423.5,493,366.5,,
15.794,623,547.5,454.5,554,384.5,,
15.8145,619.5,633.5,471.5,582.5,393.5,,
15.835,591,595,474,532,372,,
15.8554,606.5,535,439,545.5,413,,
15.8759,605.5,620.5,487.5,550.5,455.5,,
15.8964,585,587.5,461.5,492,366.5,,
15.9169,598.5,606,425,530.5,365,,
15.9373,577,598,490,519,410,,
15.9578,562,612,474,537,408,,
15.9783,580.5,583,490,467.5,445,,
15.9988,591.5,527,451,530.5,428,,
16.0192,566.5,584.5,443.5,535.5,440.5,,
16.0397,573,548,420,551,414,,
16.0602,563.5,573,453,531.5,352,,
16.0807,561,608,487,506,381,,
16.1011,586.5,564.5,500.5,528.5,373.5,,
16.1216,615.5,550.5,457.5,522.5,339.5,,
16.1421,584,502,491,538,350,,
16.1626,523,540,442,508,367,,
16.183,565,537,474,522,372,,
16.2035,591.5,588,451,551.5,326,,
16.224,593.5,557.5,417.5,474.5,351.5,,
16.2444,618.5,588.5,449.5,519.5,347.5,,
16.2649,574,567,425,538,386,,
16.2854,571.5,536.5,409.5,543.5,395.5,,
16.3059,544.5,559.5,416.5,526.5,359.5,,
16.3263,563,581,445,484,394,,
16.3468,569.5,543,503,524.5,356,,
16.3673,542,526.5,418.5,500,341.5,,
16.3878,567.5,518.5,399.5,442.5,383.5,,
16.4082,591.5,464.5,465.5,546.5,348.5,,
16.4287,607,600.5,418.5,491,398.5,,
16.4492,592,582.5,491.5,517,384.5,,
16.4697,511,564.5,455.5,504,427.5,,
16.4901,558,539.5,428.5,485,326.5,,
16.5106,546,545.5,436.5,445,393.5,,
16.5311,526.5,492,385,479.5,371,,
16.5515,522.5,473,396,446.5,330,,
16.572,568.5,515,399,508.5,343,,
16.5925,571.5,500.5,415.5,453.5,340.5,,
16.613,518.5,513.5,385.5,456.5,336.5,,
16.6334,507.5,518.5,383.5,459.5,322.5,,
16.6539,462.5,446,423,497.5,363,,
16.6744,531,474.5,373.5,480,317.5,,
16.6949,466,502,417,467,356,,
16.7153,516,463.5,393.5,425,384.5,,
16.7358,508.5,539.5,378.5,440.5,343.5,,
16.7563,490.5,492,381,426.5,300,,
16.7768,514.5,491.5,361.5,404.5,333.5,,
16.7972,482,467.5,366.5,439,321.5,,
16.8177,485.5,446.5,354.5,447.5,301.5,,
16.8382,452.5,456.5,394.5,425.5,282.5,,
16.8587,420,458,368,407,291,,
16.8791,486,500,379,408,293,,
16.8996,472,479.5,354.5,396,319.5,,
16.9201,417,441,339,372,314,,
16.9405,464.5,440,366,374.5,304,,
16.961,439.5,472,391,370.5,325,,
16.9815,435,419.5,321.5,380,324.5,,
17.002,470.5,432.5,316.5,434.5,277.5,,
17.0224,460,376,301,366,291,,
17.0429,420.5,402.5,347.5,349.5,258.5,,
17.0634,410,460.5,388.5,367,285.5,,
17.0839,369,431.5,342.5,401,283.5,,
17.1043,375,405.5,332.5,350,265.5,,
17.1248,461.5,458,354,355.5,259,,
17.1453,398.5,379,316,369.5,283,,
17.1658,412.5,424.5,370.5,365.5,280.5,,
17.1862,378,347,286,300,263,,
17.2067,344.5,383.5,320.5,353.5,284.5,,
17.2272,339.5,380.5,293.5,325.5,252.5,,
17.2477,391.5,378,262,323.5,228,,
17.2681,396,344,300,328,248,,
17.2886,415,324,289,356,247,,
17.3091,354.5,329.5,304.5,321.5,232.5,,
17.3295,303,327.5,301.5,348,272.5,,
17.35,431.5,305,237,335.5,240,,
17.3705,378.5,319,277,338.5,222,,
17.391,353,369.5,273.5,323,179.5,,
17.4114,361,331,275,321,257,,
17.4319,347,341,262,279,237,,
17.4524,308,352.5,256.5,286,216.5,,
17.4729,319,362,260,288,241,,
17.4933,333,269.5,311.5,290,236.5,,
17.5138,348.5,338.5,237.5,298.5,200.5,,
17.5343,333.5,315,233,331.5,204,,
17.5548,339.5,302,236,318.5,270,,
17.5752,328.5,305.5,264.5,319.5,245.5,,
17.5957,329.5,287,230,253.5,206,,
17.6162,331.5,318,289,287.5,209,,
17.6366,301,311.5,282.5,275,236.5,,
17.6571,337.5,270.5,242.5,320.5,212.5,,
17.6776,325.5,244.5,232.5,257.5,223.5,,
17.6981,321,303.5,267.5,292,223.5,,
17.7185,313.5,308,229,272.5,176,,
17.739,296,299,241,280,176,,
17.7595,319,331.5,209.5,233,187.5,,
17.78,318,308.5,278.5,262,190.5,,
17.8004,270.5,311,259,254.5,225,,
17.8209,323.5,263.5,205.5,237.5,140.5,,
17.8414,301.5,313.5,217.5,286.5,164.5,,
17.8619,270.5,285.5,231.5,287.5,216.5,,
17.8823,319,277,220,322,199,,
17.9028,314,273.5,234.5,265,201.5,,
17.9233,287.5,310,270,255.5,199,,
17.9438,241.5,321,229,222.5,204,,
17.9642,250.5,250,211,262.5,170,,
17.9847,328.5,247,192,262.5,186,,
18.0052,289.5,277,195,274.5,175,,
18.0256,277.5,288.5,259.5,272.5,202.5,,
18.0461,301,262.5,242.5,241,215.5,,
18.0666,280.5,225.5,201.5,237.5,200.5,,
18.0871,277,217,218,252,167,,
18.1075,230.5,226.5,231.5,227.5,201.5,,
18.128,262,317,241,247,184,,
18.1485,288.5,289,226,277.5,191,,
18.169,253.5,269,173,246.5,208,,
18.1894,252,273,240,218,179,,
18.2099,239,202.5,208.5,243,128.5,,
18.2304,292,229,232,259,176,,
18.2509,272,268,214,247,186,,
18.2713,298,277.5,229.5,241,190.5,,
18.2918,250.5,294.5,225.5,240.5,154.5,,
18.3123,253.5,236.5,203.5,269.5,167.5,,
18.3328,259,230.5,222.5,215,184.5,,
18.3532,291,236.5,197.5,246,169.5,,
18.3737,293.5,255,198,247.5,162,,
18.3942,299,247,216,251,158,,
18.4146,241,228,211,227,168,,
18.4351,264.5,234.5,190.5,233.5,133.5,,
18.4556,234,289,208,249,154,,
18.4761,307.5,219.5,180.5,203.5,168.5,,
18.4965,219,330.5,191.5,194,191.5,,
18.517,265,253,226,246,177,,
18.5375,256,278.5,181.5,202,156.5,,
18.558,247.5,226,174,190.5,187,,
18.5784,245.5,278,184,186.5,178,,
18.5989,285,244,220,213,188,,
18.6194,260,251.5,212.5,274,187.5,,
18.6399,252,282,217,262,177,,
18.6603,240.5,289.5,191.5,236.5,201.5,,
18.6808,250,257,182,209,186,,
18.7013,260.5,225.5,188.5,198.5,155.5,,
18.7218,300.5,190.5,179.5,224.5,158.5,,
18.7422,260,249,230,215,173,,
18.7627,297,262,249,237,166,,
18.7832,290,255,213,243,202,,
18.8036,302,221.5,196.5,217,152.5,,
18.8241,268.5,288.5,210.5,237.5,162.5,,
18.8446,242.5,278,247,225.5,172,,
18.8651,274.5,271,204,216.5,195,,
18.8855,291.5,256,201,218.5,164,,
18.906,284.5,266.5,193.5,309.5,164.5,,
18.9265,253.5,257,177,238.5,170,,
18.947,278.5,264.5,187.5,241.5,175.5,,
18.9674,255.5,267,163,247.5,159,,
18.9879,265.5,257.5,241.5,237.5,214.5,,
19.0084,296,274,217,250,144,,
19.0289,298,239,224,194,170,,
19.0493,295.5,273.5,220.5,264.5,182.5,,
19.0698,246.5,296.5,213.5,223.5,175.5,,
19.0903,263.5,281,196,209.5,154,,
19.1107,290,294.5,220.5,215,177.5,,
19.1312,322.5,251.5,159.5,267.5,185.5,,
19.1517,319,197,209,220,178,,
19.1722,368.5,282,243,274.5,160,,
19.1926,263,282.5,186.5,216,199.5,,
19.2131,318,287.5,224.5,243,169.5,,
19.2336,334,229.5,221.5,229,169.5,,
19.2541,248.5,265.5,203.5,272.5,153.5,,
19.2745,354,293,194,262,189,,
19.295,282.5,252.5,201.5,266.5,190.5,,
19.3155,310,276.5,184.5,256,179.5,,
19.336,301.5,255.5,180.5,232.5,195.5,,
19.3564,321.5,275,258,270.5,135,,
19.3769,276.5,259.5,245.5,226.5,156.5,,
19.3974,325.5,231.5,194.5,248.5,161.5,,
19.4179,287,261,195,240,147,,
19.4383,263.5,298.5,219.5,246.5,163.5,,
19.4588,288,283,212,217,165,,
19.4793,324.5,276,200,226.5,198,,
19.4997,313,282,232,285,218,,
19.5202,318,249.5,229.5,265,202.5,,
19.5407,276,274,222,224,196,,
19.5612,280,284.5,250.5,229,167.5,,
19.5816,286.5,306,227,280.5,189,,
19.6021,298,332.5,192.5,262,203.5,,
19.6226,286,293.5,184.5,290,233.5,,
19.6431,324.5,311.5,211.5,278.5,197.5,,
19.6635,357,268.5,218.5,297,173.5,,
19.684,288,227,217,268,178,,
19.7045,313.5,270.5,204.5,255.5,165.5,,
19.725,317,311,221,246,232,,
19.7454,331.5,334.5,230.5,291.5,200.5,,
19.7659,333.5,314.5,242.5,272.5,183.5,,
19.7864,386.5,287,213,312.5,186,,
19.8069,338.5,329.5,226.5,277.5,220.5,,
19.8273,305.5,298,253,272.5,148,,
19.8478,318.5,321.5,221.5,277.5,177.5,,
19.8683,336.5,276.5,223.5,232.5,190.5,,
19.8887,379.5,318.5,264.5,331.5,204.5,,
19.9092,297.5,330,218,292.5,183,,
19.9297,373.5,336.5,268.5,270.5,218.5,,
19.9502,396,344,255,299,214,,
19.9706,366,346,277,274,204,,
19.9911,350,334.5,245.5,281,213.5,,
20.0116,349,330,255,265,213,,
20.0321,308.5,323.5,272.5,320.5,263.5,,
20.0525,294.5,345.5,235.5,285.5,201.5,,
20.073,360.5,384.5,270.5,317.5,198.5,,
20.0935,375,324,231,332,201,,
20.114,373,378,281,299,218,,
20.1344,344.5,347.5,254.5,300.5,212.5,,
20.1549,377.5,325,239,263.5,266,,
20.1754,329.5,332.5,283.5,318.5,221.5,,
20.1958,383.5,358,267,309.5,302,,
20.2163,370.5,370.5,236.5,337.5,238.5,,
20.2368,389.5,327.5,300.5,340.5,205.5,,
20.2573,338.5,384.5,296.5,332.5,209.5,,
20.2777,382,372,304,336,279,,
20.2982,387.5,397,257,355.5,250,,
20.3187,389,416,297,335,248,,
20.3392,389,403,290,374,230,,
20.3596,396,398.5,286.5,314,198.5,,
20.3801,434,405,267,406,226,,
20.4006,364,398,341,336,229,,
20.4211,427.5,448,319,381.5,272,,
20.4415,391,397.5,297.5,333,247.5,,
20.462,437,398.5,350.5,367,278.5,,
20.4825,359.5,355,263,277.5,273,,
20.503,373.5,393,313,363.5,261,,
20.5234,382,397,336,333,251,,
20.5439,426.5,415.5,318.5,307.5,213.5,,
20.5644,408,431,372,377,247,,
20.5848,409,431.5,302.5,340,252.5,,
20.6053,450,446,312,400,294,,
20.6258,452.5,405.5,317.5,419.5,255.5,,
20.6463,472,448.5,362.5,402,289.5,,
20.6667,470.5,465.5,334.5,419.5,263.5,,
20.6872,475.5,475.5,334.5,424.5,274.5,,
20.7077,498.5,461.5,342.5,396.5,296.5,,
20.7282,515.5,504.5,385.5,389.5,291.5,,
20.7486,493,496,367,430,321,,
20.7691,470.5,471.5,346.5,377.5,272.5,,
20.7896,494.5,487,318,463.5,311,,
20.8101,490.5,521.5,402.5,418.5,299.5,,
20.8305,502,500.5,437.5,424,331.5,,
20.851,574,534,401,445,346,,
20.8715,500,541.5,378.5,448,317.5,,
20.892,534,539,373,444,333,,
20.9124,532.5,524,400,472.5,339,,
20.9329,575.5,547,409,454.5,329,,
20.9534,579.5,534,408,424.5,308,,
20.9738,575.5,531.5,403.5,484.5,313.5,,
20.9943,557,561,428,467,349,,
21.0148,544,618.5,484.5,459,343.5,,
21.0353,582,551.5,427.5,530,358.5,,
21.0557,625.5,541.5,439.5,508.5,358.5,,
21.0762,591,588.5,411.5,520,385.5,,
21.0967,602.5,558,445,511.5,360,,
21.1172,628,587.5,496.5,564,374.5,,
21.1376,667.5,650,513,575.5,402,,
21.1581,696,605.5,436.5,563,396.5,,
21.1786,644.5,571,535,537.5,347,,
21.1991,667,689,460,614,389,,
21.2195,644.5,628.5,470.5,514.5,388.5,,
21.24,679.5,627,512,572.5,422,,
21.2605,690.5,654,483,562.5,424,,
21.2809,678.5,665.5,526.5,582.5,397.5,,
21.3014,675.5,694.5,516.5,614.5,400.5,,
21.3219,765.5,709.5,528.5,632.5,457.5,,
21.3424,784.5,702,523,640.5,430,,
21.3628,721.5,700,554,610.5,443,,
21.3833,799,730,613,642,429,,
21.4038,768.5,711.5,595.5,658.5,428.5,,
21.4243,817,712.5,579.5,693,476.5,,
21.4447,823,803,554,658,469,,
21.4652,845.5,786.5,541.5,691.5,485.5,,
21.4857,826.5,784.5,644.5,752.5,495.5,,
21.5062,877,779.5,588.5,748,479.5,,
21.5266,901,865.5,633.5,745,519.5,,
21.5471,953.5,832,618,739.5,529,,
21.5676,898,890.5,662.5,750,494.5,,
21.5881,869,851,663,796,546,,
21.6085,887.5,887.5,681.5,719.5,507.5,,
21.629,1036,817.5,692.5,788,537.5,,
21.6495,989,847,654,735,486,,
21.6699,993,937,693,805,582,,
21.6904,930.5,911,703,805.5,542,,
21.7109,1022,927,700,782,563,,
21.7314,999,921.5,635.5,847,568.5,,
21.7518,1016.5,981.5,755.5,889.5,588.5,,
21.7723,1028.5,951,793,867.5,606,,
21.7928,1093.5,939,748,871.5,587,,
21.8133,1075,1010.5,745.5,897,609.5,,
21.8337,1051.5,1003,728,882.5,633,,
21.8542,1006.5,1009,774,856.5,590,,
21.8747,1095,1003.5,776.5,852,565.5,,
21.8952,1106.5,1086.5,782.5,965.5,607.5,,
21.9156,1116.5,1069,841,945.5,652,,
21.9361,1175.5,970,787,903.5,651,,
21.9566,1164.5,1110.5,765.5,986.5,657.5,,
21.9771,1130.5,1091,816,988.5,644,,
21.9975,1173,1112,857,999,650,,
22.018,1208.5,1174,873,1020.5,683,,
22.0385,1241.5,1047,868,986.5,679,,
22.0589,1285,1132.5,873.5,999,663.5,,
22.0794,1238.5,1200,891,1027.5,686,,
22.0999,1193,1175.5,894.5,1038,676.5,,
22.1204,1341.5,1172,963,995.5,687,,
22.1408,1307.5,1149.5,920.5,1051.5,702.5,,
22.1613,1316,1146,876,1116,655,,
22.1818,1317,1166.5,946.5,1065,765.5,,
22.2023,1269,1230.5,923.5,1107,724.5,,
22.2227,1267.5,1183.5,904.5,1099.5,677.5,,
22.2432,1316,1259,927,1105,694,,
22.2637,1342.5,1185,899,1098.5,714,,
22.2842,1287.5,1219.5,919.5,1102.5,725.5,,
22.3046,1340,1200.5,899.5,1142,755.5,,
22.3251,1327.5,1169.5,943.5,1097.5,754.5,,
22.3456,1347.5,1223.5,943.5,1168.5,730.5,,
22.366,1336,1175.5,951.5,1103,720.5,,
22.3865,1330,1227,923,1161,779,,
22.407,1360,1231.5,895.5,1122,734.5,,
22.4275,1310,1223,904,1105,778,,
22.4479,1331,1185.5,862.5,1133,705.5,,
22.4684,1286.5,1155,973,1084.5,764,,
22.4889,1320.5,1207,914,1190.5,756,,
